,kfold,r2 score,mae score,mape score
0,0,0.3472987826617452,75.08578245336147,1.6084892704030317e+17
1,1,0.3520584988709604,74.92585505923772,1.6165540795565494e+17
2,2,0.34384562023454746,75.49873566000565,1.6250318844722627e+17
3,3,0.34993524131129905,75.09845095611037,1.603274084763511e+17
4,4,0.33937235824702805,75.50501870741886,1.61005405435455e+17
