,feature name,feature value,min,1q,median,3q,max,mean,sd,n (nearest 5),k
30,Treatment_time_270_both,only_mt_over_270mins,-93.58949702026322,-38.188121736375614,-28.283588808532805,-20.712297548791394,20.895823469124736,-29.71249920497039,15.91626905112996,270,3
31,Treatment_time_270_both,only_mt_under_270mins,-61.95681993238628,-7.243542993478477,6.785029712542891,15.34745117753744,55.85757172048092,4.763370698676344,19.399991901984304,140,3
32,Treatment_time_270_both,None,-25.650538893789054,-6.600022447099909,-4.766695295721292,-4.206360841616988,14.841987489461898,-5.523408093854116,3.007581644871708,18825,4
33,Treatment_time_270_both,ivt_mt_over_270mins,-80.53830154158175,-31.889881449751556,-11.109727947711944,-1.8144277516007423,95.05542224645615,-14.486138693858921,34.10245884605518,20,4
34,Treatment_time_270_both,ivt_mt_under_270mins,-39.013086955435575,16.18965087079443,24.845904745287264,32.8459805258736,73.69799441654236,25.940867143927058,14.52977185477446,370,4
35,Treatment_time_270_both,ivt_under_270mins_mt_over_270mins,-168.26964208543302,-22.582018717601898,-15.63357555810362,-10.131938023604452,56.65446850076318,-16.42832838524078,17.15862511532622,370,4
36,Treatment_time_270_both,only_ivt_over_270mins,-52.42061922729015,-8.470090829990804,-1.7558955720812082,2.753714522793889,39.820458943620324,-3.988820862426014,13.166893653040317,265,4
37,Treatment_time_270_both,only_ivt_under_270mins,-35.56773690506816,1.8762027368694545,3.6774037585407497,5.215680464804173,27.27231554109603,3.4636771069583,3.5734780840455524,6860,4
38,Treatment_time_270_both,only_mt_over_270mins,-100.44145682759583,-40.17691627101041,-30.764379775337872,-19.99118179935962,47.42163935430348,-31.567940478510614,18.90719458972319,310,4
39,Treatment_time_270_both,only_mt_under_270mins,-74.35881569713354,-19.02567778477445,-0.22493427224457263,8.821138717401773,75.12287969887257,-5.127022459364547,21.53812357736032,190,4
