,kfold,r2 score,mae score,mape score
0,0,0.37209784151050895,79.25227,7.364053e+16
1,1,0.37038957767220326,79.30249,7.404819e+16
2,2,0.3702048732093165,79.29985,7.444506e+16
3,3,0.36714991023171195,79.561,7.575994e+16
4,4,0.3614533466000751,79.79982,7.43557e+16
