,feature name,feature value,min,1q,median,3q,max,mean,sd,n (nearest 5),k
0,Treatment_time_270_both,None,-5.722123922817409,0.5075597267504781,0.7404800124000758,1.0692930661980062,11.173037255043164,0.7520292322747507,0.6541889023354278,19010,0
1,Treatment_time_270_both,ivt_mt_over_270mins,2.388456345964223,10.10259959512856,18.856733670327813,27.939707373417914,97.68728584185243,22.22342866431534,20.159266091000696,25,0
2,Treatment_time_270_both,ivt_mt_under_270mins,-10.500151491992874,-2.800839203810319,-0.676652015503496,2.9140123610995943,32.869750751364045,0.41948754986013903,5.212063282201216,375,0
3,Treatment_time_270_both,ivt_under_270mins_mt_over_270mins,-9.41180826002732,3.773614679202437,6.2704737390205265,10.212416636133566,35.73045706424862,7.453879759613159,5.772656895307428,375,0
4,Treatment_time_270_both,only_ivt_over_270mins,-10.753606399064884,-2.702987649757415,-1.148036782424897,1.2256346188997849,19.49630761393346,-0.4735016127562926,3.8679183333070566,300,0
5,Treatment_time_270_both,only_ivt_under_270mins,-13.419129847381264,-1.9477134365029634,-1.4793748651444911,-0.9832669301517307,11.184032274615019,-1.4185385955048229,0.9464386606495409,6895,0
6,Treatment_time_270_both,only_mt_over_270mins,-7.893882195213809,4.232303234720603,7.416060966961086,11.622541353330016,63.078269833913076,8.533188742278409,7.533711269209173,315,0
7,Treatment_time_270_both,only_mt_under_270mins,-11.451048700988759,-3.855486355191097,-0.5013805855531246,3.9180197186069563,26.62444859040901,1.1882540497234995,7.425359779918315,155,0
8,Treatment_time_270_both,None,-3.0613221928477286,0.3597393127717078,0.5199833159148693,0.8390461147017777,5.0220567615516485,0.5806053826115726,0.4992548000783206,18640,1
9,Treatment_time_270_both,ivt_mt_over_270mins,-14.645240719728172,-6.9440568865276875,-1.659916101298295,12.076250855345279,23.9321432125289,2.2959855712288992,11.746830496652933,20,1
10,Treatment_time_270_both,ivt_mt_under_270mins,-18.75651055331109,-6.468154763088096,-3.7641755850112535,-0.2699684234848246,38.967607771810144,-2.902225518132443,5.840740693528047,360,1
11,Treatment_time_270_both,ivt_under_270mins_mt_over_270mins,-2.7761675324849784,5.369338018409908,7.286208878513426,9.648908437583595,34.657191867902874,8.101556070500935,4.740476181659482,385,1
12,Treatment_time_270_both,only_ivt_over_270mins,-10.289511752314866,-2.2521489186026153,-0.7924582509044558,1.8193146220128984,33.42000126799569,0.3725139139345428,5.106362022335563,265,1
13,Treatment_time_270_both,only_ivt_under_270mins,-8.776483437987045,-1.526218862493988,-1.049996747749392,-0.5015775385778397,11.39347281690687,-0.9769785110680853,1.0510442656147188,7065,1
14,Treatment_time_270_both,only_mt_over_270mins,-9.152319919141009,2.3741456398693845,6.579338701022789,10.394127675066702,42.40785950960591,6.555858419934762,6.3357626305423675,275,1
15,Treatment_time_270_both,only_mt_under_270mins,-16.856983339563012,-2.028394901305437,0.7359028079453855,4.9670508112618705,22.795335868084802,1.852065253400345,6.10698059106562,155,1
16,Treatment_time_270_both,None,-3.2177018441073595,0.6441773637291044,0.8337189355120063,1.1266079001966864,8.668446402354165,0.8785939593988337,0.5393987757396109,18660,2
17,Treatment_time_270_both,ivt_mt_over_270mins,-10.837266814708709,-6.546267972253263,-0.517788103222847,10.404998304769396,19.51275388598442,1.2808827396364593,9.145152874215563,20,2
18,Treatment_time_270_both,ivt_mt_under_270mins,-15.715918637430295,-5.286670132288709,-3.0122324984287845,0.37615928390645426,42.20354616301134,-2.33878431390572,5.063960123160202,355,2
19,Treatment_time_270_both,ivt_under_270mins_mt_over_270mins,-3.177622470445931,4.218305987408384,6.9129785960540175,10.496991782840341,61.346443623211236,8.514043275601848,7.535044880976807,385,2
20,Treatment_time_270_both,only_ivt_over_270mins,-7.9580407093744725,-2.5238899116264655,-0.6811407909821718,1.7412369126966223,25.102032794933766,0.29343097217063496,4.8175012964513915,265,2
21,Treatment_time_270_both,only_ivt_under_270mins,-7.415070362957194,-1.675229027494788,-1.1564917543390765,-0.6556851251237095,10.28956729271449,-1.073786190726494,1.0291078097455264,6955,2
22,Treatment_time_270_both,only_mt_over_270mins,-4.850951816113666,4.298579055843875,7.05841963076964,9.940411560237408,62.642310887444765,7.887556714412276,7.1077937564587215,275,2
23,Treatment_time_270_both,only_mt_under_270mins,-15.925598057582974,0.17929807966575026,4.700742937475443,8.562509997021408,34.969763922803104,5.155979294371673,7.072758116685065,165,2
24,Treatment_time_270_both,None,-4.4360656959936025,0.29902120927348735,0.42020121708512304,0.6265234522800892,21.424058072306217,0.4577815232345085,0.4619206441856211,18950,3
25,Treatment_time_270_both,ivt_mt_over_270mins,-8.944744270294905,-2.1072440011426807,2.17599372446537,5.759160527996719,23.60189018972218,2.8270164164861566,7.716859879410072,20,3
26,Treatment_time_270_both,ivt_mt_under_270mins,-15.742658173111268,-6.504636276096571,-3.775690434207209,-0.4485629901383072,31.499884450277314,-3.3523345888338616,5.281369233463745,400,3
27,Treatment_time_270_both,ivt_under_270mins_mt_over_270mins,-11.1342278869031,4.651756755206733,7.90568523866823,11.159549081751612,50.65944387042895,8.715823016415207,6.22517657616503,400,3
28,Treatment_time_270_both,only_ivt_over_270mins,-7.576521319476887,-2.716581456521526,-0.8688290994148702,0.854961899165064,22.76020466662012,-0.24990453942368857,4.324822458484477,270,3
29,Treatment_time_270_both,only_ivt_under_270mins,-13.562972457073629,-2.101525200505275,-1.4472622537240385,-0.755930934122298,15.801474624313414,-1.4588230685536072,1.244897831855094,6910,3
