,feature name,feature value,min,1q,median,3q,max,mean,sd,n (nearest 5),kfold
0,stroke_severity_arrival,0.0,-18.488974875428248,-10.078476203840692,-8.579511063307873,-6.2369931608845945,20.00882385650417,-7.888858906288113,3.127720761933472,7340,0
1,stroke_severity_arrival,1.0,-22.062542523125884,-13.112677311892622,-11.70401808006689,-9.81820970457862,3.082458035168238,-11.20856744969992,2.7883170314186696,7510,0
2,stroke_severity_arrival,2.0,-19.621994149409584,-11.335802141964958,-9.771903494587168,-7.487747470643371,-0.18590575859765524,-9.318580660988735,2.8310352723880157,9715,0
3,stroke_severity_arrival,3.0,-25.93311358693056,-9.316992673794738,-7.773992762230336,-5.723852633433417,9.169835687016603,-7.54943578642644,2.674968285116029,8210,0
4,stroke_severity_arrival,4.0,-14.654827143691946,-6.23920757276006,-4.208064937226009,-2.0592109560006064,6.002825811504153,-4.158616456658911,2.908398396831439,6485,0
5,stroke_severity_arrival,5.0,-12.61869918532786,-4.36945520492387,-2.2775788643228587,-0.13059302768873748,4.2821217540150975,-2.3824875507003602,2.7444391842573213,5085,0
6,stroke_severity_arrival,6.0,-14.772490388422739,-1.839836167471949,0.7173223389917984,2.2190891926712357,5.039858862593537,0.15263648293434492,2.662190322984359,4300,0
7,stroke_severity_arrival,7.0,-13.07630777037819,0.9260468111385125,3.392722723395564,4.472448014362016,13.863501029940089,2.620632273316167,2.517264847998904,3255,0
8,stroke_severity_arrival,8.0,-8.929208072067704,4.254238527661655,5.857066551349126,7.528229854713136,21.801022709532408,5.642315379976838,2.4408765154762633,2630,0
9,stroke_severity_arrival,9.0,-14.533470309217227,5.460771030415781,7.307944688946009,8.852075153274928,16.576716673685006,7.026601897438484,2.4074598131448566,2195,0
10,stroke_severity_arrival,10.0,-15.256451115872478,6.868233795063861,8.651843167050975,10.470387612485501,20.013074033459414,8.531868050834627,2.4651285369129083,1910,0
11,stroke_severity_arrival,11.0,-8.858955152683192,7.26056097738794,8.967583677602233,11.075297737418442,20.263596328528365,8.933984397457198,2.692156208098141,1625,0
12,stroke_severity_arrival,12.0,-18.730582643371307,8.670232919098344,11.27453588915756,13.85810319031938,27.64495411790442,11.195285101033729,3.506367575882647,1500,0
13,stroke_severity_arrival,13.0,-22.171341845173156,8.829070864245004,11.747985806143843,15.731309294074599,31.719639479346807,12.103199377808087,4.323681856910444,1325,0
14,stroke_severity_arrival,14.0,-3.3861948672425934,9.536781552514293,12.914825351864565,16.56075995705789,26.056671212124638,13.112869974402235,4.524943036236,1255,0
15,stroke_severity_arrival,15.0,-12.080187291057081,9.150604027361842,13.621054845961044,16.6042557639163,30.119549283190864,13.325154371328047,5.027977410008091,1190,0
16,stroke_severity_arrival,16.0,0.9026515863765963,9.841134373129753,14.273269865375477,18.224021040879308,32.32170559862047,14.38382443840531,5.3926321720342365,1130,0
17,stroke_severity_arrival,17.0,-2.1946773334941825,7.9773890815064075,12.542965472381912,16.880399983401002,31.57036859404645,12.810073837281543,5.743511528042495,1110,0
18,stroke_severity_arrival,18.0,-0.6073513208096847,8.113627748277503,12.44267589141964,17.432438540575095,40.45477255421108,13.26123962794223,6.31499459277643,1095,0
19,stroke_severity_arrival,19.0,-20.424520297204143,7.367234438170563,12.082434095744976,16.794630115142787,50.10156277921633,12.474374097099153,6.4512236225754505,1095,0
20,stroke_severity_arrival,20.0,-2.833827535675955,6.4745757921529,11.177906136923703,16.014476400349523,46.42629175773822,12.03993396350728,6.990139143448702,945,0
21,stroke_severity_arrival,21.0,-3.7743360179371668,4.435691790351411,9.879516881449382,14.828644042512751,48.3348769261234,10.541266432243342,7.3488971672276895,895,0
22,stroke_severity_arrival,22.0,-0.4952714501146693,4.664718834207451,10.676816782881506,15.681458513182006,49.96700104238,11.612518519299666,8.890030092505915,820,0
