,kfold,r2 score,mae score,mape score
0,0,0.3388215838669384,76.12534363411866,1.6303590913239904e+17
1,1,0.3423828819071758,75.99463793666357,1.6427055463491606e+17
2,2,0.33383257250389353,76.40689097587918,1.6398063873000883e+17
3,3,0.3389375076231961,76.22721006557227,1.6272253472306304e+17
4,4,0.3304572749335549,76.54221934504372,1.6332509404957142e+17
