,kfold,r2 score,mae score,mape score
0,0,0.3835484573597625,78.08013,7.1454744e+16
1,1,0.3818897343883638,78.21109,7.227495e+16
2,2,0.38124757211985894,78.04439,7.233135e+16
3,3,0.3800132511575932,78.37123,7.360527e+16
4,4,0.3739538525047904,78.55323,7.219697e+16
