,kfold,r2 score,mae score,mape score
0,0,0.33677961249524013,77.17828,6.9837087e+16
1,1,0.3381573157448301,78.22842,7.494378e+16
2,2,0.34179696960833106,77.75947,7.376405e+16
3,3,0.3379992281963714,78.53493,7.456384e+16
4,4,0.3275892232424096,78.26672,7.317429e+16
