,feature name,feature value,min,1q,median,3q,max,mean,sd,n,kfold
205,stroke_severity_arrival,16.0,-116.70394280565903,-93.1590439624479,-82.46642982865916,-67.72080550648971,1.0598672359390184,-79.11433555755366,17.148850897469725,1142,3
206,stroke_severity_arrival,17.0,-131.76102556437488,-104.5707564326562,-92.23231313895667,-76.75651085929363,-27.662248547235503,-89.39484864549051,18.281656478422374,1130,3
207,stroke_severity_arrival,18.0,-142.9465371636115,-115.15333493224577,-104.01984916415066,-90.3307133983972,-17.312233044728636,-101.18142372695385,18.700320780778306,1167,3
208,stroke_severity_arrival,19.0,-150.30164065862076,-124.11830380520085,-113.3917198579386,-100.90624355878565,-36.53159771948587,-110.70497116292762,17.70752702115414,1058,3
209,stroke_severity_arrival,20.0,-160.9687707362324,-133.73422822146443,-123.37690401627216,-109.46062942042249,-36.28239761788398,-120.02123414599937,18.507451212569684,1007,3
210,stroke_severity_arrival,21.0,-162.8739261517208,-142.37263146657497,-131.86162671031428,-118.06346612295485,-44.26507834021002,-128.05598604601778,18.653859493258132,870,3
211,stroke_severity_arrival,22.0,-169.08635426635388,-149.1952666004014,-140.4089145166625,-126.06131674168515,-55.80082885751501,-136.04527253783453,18.10646242032775,828,3
212,stroke_severity_arrival,23.0,-165.71807386829983,-150.7728984769201,-142.18407545987517,-129.46276369373606,-67.48353868792765,-138.44617841103917,16.933830376602298,792,3
213,stroke_severity_arrival,24.0,-180.98872170838703,-160.15763199859765,-148.94172761314547,-136.10687867897212,-65.69178160008043,-145.1056080125057,20.72031728640446,686,3
214,stroke_severity_arrival,25.0,-182.81837306384463,-163.65591576572973,-152.0641938886838,-137.09277129523457,-69.08721501333639,-147.52988492981746,21.242781566482734,637,3
215,stroke_severity_arrival,26.0,-193.09532828324475,-171.26523650679738,-161.80047240281476,-146.90471864481458,-81.81538561282214,-157.7047040500274,18.87681722371044,563,3
216,stroke_severity_arrival,27.0,-210.76781318198425,-179.66603135689627,-168.53563308705577,-157.54990107088815,-70.66624999006744,-166.82507206667776,19.09995976421483,461,3
217,stroke_severity_arrival,28.0,-210.36509434443434,-190.50206714572386,-178.07784308184753,-161.58838705970382,-76.48709975988139,-172.99539847747977,22.427226094618728,360,3
218,stroke_severity_arrival,29.0,-223.17759152882732,-194.47867502166423,-181.6205912804557,-165.30312879792416,-80.47889031414874,-178.32373476781098,22.334821392382747,253,3
219,stroke_severity_arrival,30.0,-225.1762185686361,-205.57584956468082,-190.32808609158732,-174.71280173599254,-122.59789621849079,-188.10145354995367,20.957729782247316,241,3
220,stroke_severity_arrival,31.0,-223.4633964007441,-203.1235503244866,-187.10583775210193,-174.5051502251625,-99.60511293969583,-185.47224800893656,22.885260334452333,151,3
221,stroke_severity_arrival,32.0,-252.59428936979734,-213.20931006644386,-197.59653944510734,-182.20694722399116,-106.80314777563791,-194.85588081656863,24.391913937628782,129,3
222,stroke_severity_arrival,33.0,-246.88563315285836,-228.6495946648356,-215.04164542413318,-197.7856803944311,-153.1656139977742,-211.57509616687352,20.76429998841724,83,3
223,stroke_severity_arrival,34.0,-243.1234995935904,-228.6042615899816,-212.51583208237776,-200.5400248281751,-162.91900226267055,-212.15203101475709,19.03386282640111,75,3
224,stroke_severity_arrival,35.0,-262.0509379603108,-235.9992306751525,-221.9278559910413,-199.38997536525596,-151.7301030162489,-217.60473552132606,23.371838405384896,69,3
225,stroke_severity_arrival,36.0,-244.21354010215495,-231.38570023698034,-219.75719840008065,-202.99114513799896,-179.35786792079452,-216.82612583957126,16.77783985705021,52,3
226,stroke_severity_arrival,37.0,-254.5295179175306,-233.50955207249498,-216.23399375553709,-196.51753721542946,-43.139732351861895,-211.17629736926543,35.05336676093453,54,3
227,stroke_severity_arrival,38.0,-257.83799667653625,-223.78080295096734,-214.8980821905588,-197.91188385225252,-167.55640894640237,-210.81587371867752,19.0163754796052,60,3
228,stroke_severity_arrival,39.0,-237.69283366745339,-226.16424641089282,-213.40813762039878,-196.6277055831859,-166.3984523578547,-210.22971300371168,20.998633956658765,27,3
229,stroke_severity_arrival,40.0,-284.6612152182916,-250.81987163260348,-238.4704145947611,-221.2133172651089,-164.6199083821522,-234.34155472091078,23.043000907091887,64,3
230,stroke_severity_arrival,41.0,-216.84729215677362,-213.72307480725925,-203.36006989135873,-165.60060732447542,-77.60068421603181,-182.7740466792441,41.238835923279865,13,3
231,stroke_severity_arrival,42.0,-297.4019186774455,-235.19391829211497,-222.17034207619727,-209.23589136811438,-140.33202896938192,-220.24679254097208,24.06436854463135,87,3
232,age,0-29,-48.4473922081478,27.915044033310842,35.92833105464,44.2754011058528,146.47326685066335,37.284822452267456,19.47863914739355,346,3
233,age,30-59,-28.83643404371105,30.33948573950678,34.57687193599529,40.36383054247126,118.53074638560415,36.52528819031153,9.831632976304927,11652,3
234,age,60+,-160.399795079194,-22.63518439621199,-3.1511495839431882,10.307094188765623,69.31164348600433,-8.117708000113224,25.43061963392668,65386,3
235,prior_disability,0.0,-5.649060303848237,16.345218011930122,18.347580805988983,20.017273035633842,46.637121982686224,18.111909795134864,3.0950017309591713,39223,3
236,prior_disability,1.0,-29.732337141409516,5.684989238246344,7.705799316503107,9.459516896381974,35.79792103808373,7.256969245344118,3.456243203960498,13676,3
237,prior_disability,2.0,-44.830696272067726,-13.629857440571067,-10.987086866325699,-8.728044836956542,24.533401611223816,-11.319311486217766,4.480213736287207,8726,3
238,prior_disability,3.0,-75.0401573827304,-34.69515125231817,-31.31474336910993,-27.445962791061028,10.025793807841838,-30.9468003371245,5.792144919228852,9655,3
239,prior_disability,4.0,-98.95696726020425,-53.84179067415185,-45.885627842508256,-37.584291824512185,4.193845871575177,-45.566834322637696,11.583149795745252,4813,3
240,prior_disability,5.0,-138.8073200872168,-68.72040525148972,-51.62488682019058,-42.7374913228536,11.190262577915565,-57.023426058477796,21.894659123113502,1280,3
241,any_afib_diagnosis,0.0,-8.372265191655606,2.2814603815041483,3.0148836582526566,3.9873796354641673,20.79302326021716,3.1649638313856387,1.47217184344681,58880,3
242,any_afib_diagnosis,1.0,-46.062229731190016,-12.212434131717309,-9.725953441634774,-7.188763963272795,23.16942661936395,-9.71303394258718,4.028733426562114,18505,3
243,diabetes,0.0,-7.862793431505561,1.3708478582650423,1.763410644158721,2.3387804346042684,13.150208051651717,1.9723382272619874,1.1463609604058425,59834,3
244,diabetes,1.0,-51.09412191456184,-8.63160749681294,-6.638371074460447,-5.081509452131577,22.098703583581372,-7.18176813808633,3.750198918275509,17551,3
245,precise_onset_known,0.0,-20.505662015881388,-3.1502101250272245,-2.326832163464278,-1.6238625706196763,21.331787192448974,-2.4512458954818683,1.556071686376339,52496,3
246,precise_onset_known,1.0,-33.46648410830647,2.7814790103770792,4.011230954993517,5.244470498897135,31.90814160177484,4.134529752928615,2.561512286335965,24889,3
247,IMD_2019_QUINTILES,1.0,-20.652112575641368,-2.8886256680637596,-1.4281711607798935,0.18083138309419156,35.316058638549876,-1.1707011592252352,2.961674788546314,15669,3
248,IMD_2019_QUINTILES,2.0,-25.96460602365434,-1.732861726586707,-0.8540886054746807,-0.07621360614546574,16.508882913677954,-0.9331090614952624,1.8424497409613105,15154,3
249,IMD_2019_QUINTILES,3.0,-16.97202517142985,0.28206701326649636,1.1525915569160134,1.9976807634253055,27.896684584664182,1.0786276384219022,1.9179051105171123,15855,3
250,IMD_2019_QUINTILES,4.0,-24.035325116021557,-0.01078495815396309,0.9847770708706229,1.876265599904582,27.147379202675076,0.8589717667785693,2.0590640795496435,15680,3
