,kfold,r2 score,mae score,mape score
0,0,0.10625200320397077,20.775982,1148682400000000.0
1,1,0.11383726357127733,20.688036,997592400000000.0
2,2,0.10927752795897183,20.726662,1046692100000000.0
3,3,0.10927943876283508,20.72795,988508300000000.0
4,4,0.10869578980870542,20.699837,1086368800000000.0
