,kfold,r2 score,mae score,mape score
0,0,0.34855034631409576,74.97447857926909,1.605402056142008e+17
1,1,0.3530284311946398,74.87488557019317,1.6182108567397418e+17
2,2,0.34406168262629955,75.4985273874125,1.623581655985132e+17
3,3,0.35006466889239896,75.1200158695549,1.6057107618882883e+17
4,4,0.34022096688262404,75.42490295081332,1.608097015386115e+17
