,kfold,r2 score,mae score,mape score
0,0,0.3125530699455803,74.20723763190738,1.601381924150398e+17
1,1,0.31481840685689677,73.2209772347718,1.579388526571334e+17
2,2,0.30298091637961533,73.72349346277989,1.5923781364198774e+17
3,3,0.30522793087162003,74.00968060481517,1.5623490029005933e+17
4,4,0.2976821520457029,74.18191218341745,1.564601541385374e+17
