,feature name,feature value,min,1q,median,3q,max,mean,sd,n (nearest 5),k
0,Treatment_time_270_both,None,-11.528101037675516,2.470574808884412,3.2633607873134314,5.747541061448865,24.338790455367416,4.450704282748409,3.136731173333868,18775,0
1,Treatment_time_270_both,ivt_mt_over_270mins,-17.480855661928654,11.19261847615242,23.725475098490715,51.18126038581133,147.04114782840014,34.22467708376348,35.1040652004043,25,0
2,Treatment_time_270_both,ivt_mt_under_270mins,-102.07159050166607,-17.88448104671668,-7.246604447979481,2.4487204615678637,59.340300330519675,-7.53321390898566,18.573394023705923,370,0
3,Treatment_time_270_both,ivt_under_270mins_mt_over_270mins,-41.425438494831326,5.537985606845468,10.950860968977214,17.4072451834986,100.15411701526493,12.372814529562165,16.803120188226004,385,0
4,Treatment_time_270_both,only_ivt_over_270mins,-26.73768371157348,0.4390550797060132,5.448706940673292,11.949982861261816,63.30162246346474,7.989956895723766,14.357675198258539,260,0
5,Treatment_time_270_both,only_ivt_under_270mins,-33.541591488085686,-1.9216290411259977,-1.0583005054295063,0.34938464318402107,36.2742179723084,-0.6893423252637229,3.061366166185647,7000,0
6,Treatment_time_270_both,only_mt_over_270mins,-14.091579051576554,24.028610335588453,36.75413890175521,50.950783954374494,134.81447963401675,39.893885786295684,25.090950924575857,270,0
7,Treatment_time_270_both,only_mt_under_270mins,-55.16865469254553,-15.754585068672895,-6.6917095148190855,4.563282859269529,88.53527863562107,-2.9897054226466326,23.914889387619116,140,0
8,Treatment_time_270_both,None,-16.25355130158365,2.505621821277309,3.1166564696934076,4.435741355009377,30.562321447990836,3.7789348569318224,2.963907626026475,18860,1
9,Treatment_time_270_both,ivt_mt_over_270mins,-52.34776702299714,-0.6731069511175156,17.565298440419138,21.210442693680527,34.52090070895851,7.595644938928576,24.389686446561623,25,1
10,Treatment_time_270_both,ivt_mt_under_270mins,-107.56355256050826,-30.47957025565207,-20.751689549833536,-12.577155483812094,25.628509734123945,-22.161711350322182,15.180777239363602,375,1
11,Treatment_time_270_both,ivt_under_270mins_mt_over_270mins,-93.56629842288793,4.447276806570589,10.796601214241235,20.037846865281463,95.2887281948328,13.015978612734065,16.691484745625107,370,1
12,Treatment_time_270_both,only_ivt_over_270mins,-78.2612326709181,-3.084367418058682,1.3855219271872192,7.403047589282505,71.44773334283381,2.727113903001326,18.29852607878084,270,1
13,Treatment_time_270_both,only_ivt_under_270mins,-33.50229655595496,-3.147435266189277,-2.006626703711227,-0.678302676063031,61.26673030039296,-1.5867085753324728,3.830232237884223,6910,1
14,Treatment_time_270_both,only_mt_over_270mins,-35.79036617524922,10.015218356512486,20.671062889155003,31.523940489143133,104.93551878884435,21.127711364717157,20.74380501569914,280,1
15,Treatment_time_270_both,only_mt_under_270mins,-97.918900603801,-14.964412545114754,-5.610778028592467,1.5566346251266077,67.30061235919595,-8.500153055034442,22.514214283236566,195,1
16,Treatment_time_270_both,None,-16.310243981592357,2.829592399010435,3.2627645922917874,4.377531239008531,22.423693566285074,3.989583714672201,2.613623213003144,18800,2
17,Treatment_time_270_both,ivt_mt_over_270mins,-37.12129515975714,12.126795372888445,21.46362883888185,28.74430629245937,72.35992699466645,21.911461292959395,23.24938985159225,20,2
18,Treatment_time_270_both,ivt_mt_under_270mins,-66.49578866463155,-18.603287093481047,-13.218126429542899,-5.248116410239599,70.66749982852488,-12.112135952483248,14.808074944163172,350,2
19,Treatment_time_270_both,ivt_under_270mins_mt_over_270mins,-41.927253726627676,5.730361113781109,12.458638115983923,19.62441248306073,141.61975623875855,13.377116742749667,16.60664898159798,380,2
20,Treatment_time_270_both,only_ivt_over_270mins,-41.13659969352186,-1.8464877128228545,4.3006516842637215,12.795465241866186,59.750720103331844,6.448497611109659,15.102683712927519,270,2
21,Treatment_time_270_both,only_ivt_under_270mins,-41.356704431921244,-4.452588558774441,-3.2345443150959907,-1.6483336896542458,40.91970145807601,-2.7607069458326765,3.814018114211205,7055,2
22,Treatment_time_270_both,only_mt_over_270mins,-60.61208379227668,4.038496606880798,16.37576354946941,28.24798617232591,131.1314905425161,16.869155244402165,21.725498864559906,280,2
23,Treatment_time_270_both,only_mt_under_270mins,-52.31649902388453,-18.24607392385602,-3.6317881086468695,6.958453608751297,59.72462588846683,-2.9356656974217126,20.98885987391917,155,2
24,Treatment_time_270_both,None,-19.94374917542562,4.730689610941336,5.65235907278955,7.8866084669251,36.768886279314756,6.836993475463776,3.6196729763978945,18880,3
25,Treatment_time_270_both,ivt_mt_over_270mins,-42.15472271025181,12.6954169485718,27.81952003672719,41.571789248343556,130.37121308088302,27.667794089209494,35.353592265652054,20,3
26,Treatment_time_270_both,ivt_mt_under_270mins,-89.24063016682864,-21.010257025659083,-11.472621337939053,-3.436178324595094,70.36761777535081,-11.36993297292903,16.033266971653685,375,3
27,Treatment_time_270_both,ivt_under_270mins_mt_over_270mins,-69.67106939734892,-4.463570895176381,-0.005380758363753556,5.0277841722220185,133.98273311225697,0.7481780610291752,14.935763208096695,385,3
28,Treatment_time_270_both,only_ivt_over_270mins,-56.24473305411637,-5.8892694693245,-0.6932680523954332,8.49132025230676,73.45915497276933,2.569043788471797,16.387817050815165,285,3
29,Treatment_time_270_both,only_ivt_under_270mins,-24.831536081507803,-1.0404001897480337,0.2949804772157222,1.799303831369616,39.56035019084811,0.7968963340812651,3.489980589943215,6875,3
30,Treatment_time_270_both,only_mt_over_270mins,-34.45903322363272,5.2897856430150565,14.725414106100798,27.442083575297147,97.22625780431554,17.352304990756544,19.116019203418357,290,3
