,kfold,r2 score,mae score,mape score
0,0,0.11662013851962705,20.537512,1089183800000000.0
1,1,0.12737105816899863,20.413025,940203640000000.0
2,2,0.11834244829727403,20.506153,991368440000000.0
3,3,0.12186573919916843,20.474043,934915060000000.0
4,4,0.12097309554708946,20.441595,1027843100000000.0
