,kfold,r2 score,mae score,mape score
0,0,0.06422994925392533,19.969692,705071500000000.0
1,1,0.08057957609014554,20.005484,723340900000000.0
2,2,0.07573270161863677,19.969627,738186000000000.0
3,3,0.0647635447715944,20.020473,615817000000000.0
4,4,0.06226256044236311,19.923098,639156800000000.0
